x,y,class
0.591,0.461,0
0.362,0.632,0
0.366,0.383,0
0.523,0.417,0
0.488,0.340,0
0.525,0.460,0
0.390,0.511,0
0.246,0.318,0
0.482,0.479,0
0.555,0.416,0
0.424,0.556,0
0.495,0.536,0
0.580,0.444,0
0.510,0.582,0
0.572,0.409,0
0.243,0.395,0
0.448,0.332,0
0.453,0.539,0
0.349,0.399,0
0.407,0.359,0
0.482,0.426,0
0.522,0.402,0
0.623,0.354,0
0.472,0.498,0
0.503,0.538,0
0.286,0.509,0
0.359,0.528,0
0.341,0.509,0
0.349,0.232,0
0.574,0.423,0
0.490,0.344,0
0.273,0.310,0
0.583,0.388,0
0.459,0.313,0
0.378,0.343,0
0.425,0.389,0
0.488,0.455,0
0.339,0.318,0
0.558,0.418,0
0.451,0.401,0
0.498,0.259,0
0.352,0.603,0
0.487,0.354,0
0.602,0.338,0
0.554,0.301,0
0.487,0.291,0
0.641,0.590,0
0.444,0.446,0
0.433,0.440,0
0.476,0.481,0
0.445,0.510,0
0.540,0.408,0
0.561,0.631,0
0.521,0.402,0
0.484,0.466,0
0.285,0.429,0
0.386,0.385,0
0.396,0.478,0
0.442,0.419,0
0.525,0.578,0
0.649,0.408,0
0.477,0.393,0
0.611,0.498,0
0.321,0.894,1
0.750,0.180,1
0.384,0.101,1
0.395,0.940,1
0.678,0.868,1
0.765,0.887,1
0.864,0.205,1
0.871,0.188,1
0.751,0.208,1
0.223,0.925,1
0.101,0.307,1
0.710,0.855,1
0.274,0.136,1
0.238,0.928,1
0.921,0.964,1
0.042,0.629,1
0.076,0.955,1
0.504,0.909,1
0.760,0.911,1
0.871,0.568,1
0.912,0.753,1
0.807,0.312,1
0.707,0.840,1
0.294,0.837,1
0.919,0.642,1
0.082,0.128,1
0.495,0.871,1
0.169,0.736,1
0.356,0.970,1
0.320,0.980,1
0.091,0.773,1
0.073,0.959,1
0.970,0.221,1
0.096,0.149,1
0.348,0.911,1
0.095,0.453,1
0.748,0.759,1
0.621,0.855,1
0.219,0.838,1
0.142,0.428,1
0.128,0.535,1
0.606,0.955,1
0.296,0.095,1
0.863,0.611,1
0.696,0.909,1
0.472,0.895,1
0.938,0.520,1
0.345,0.023,1
0.831,0.643,1
0.709,0.965,1
0.581,0.845,1
0.077,0.658,1
0.176,0.118,1
0.846,0.367,1
0.201,0.042,1
0.595,0.142,1
0.078,0.233,1
0.812,0.300,1
0.891,0.772,1
0.583,0.953,1
0.161,0.856,1
0.870,0.441,1
0.532,0.144,1
0.137,0.248,1
0.424,0.952,1
0.049,0.483,1
0.089,0.725,1
0.520,0.069,1
0.215,0.044,1
0.860,0.606,1
0.049,0.235,1
0.024,0.698,1
0.511,0.879,1
0.902,0.665,1
0.174,0.636,1
0.434,0.966,1
0.913,0.075,1
0.705,0.969,1
0.135,0.154,1
0.160,0.248,1
0.188,0.932,1
0.777,0.898,1
0.792,0.214,1
0.842,0.799,1
0.126,0.663,1
0.911,0.523,1
0.179,0.731,1
0.139,0.944,1
0.580,0.053,1
0.437,0.060,1
0.317,0.815,1
0.105,0.473,1
0.800,0.264,1
0.135,0.293,1
0.195,0.024,1
0.746,0.885,1
0.615,0.851,1
0.440,0.915,1
0.253,0.086,1
0.259,0.186,1
0.833,0.318,1
0.265,0.956,1
0.670,0.920,1
0.844,0.104,1
0.107,0.109,1
0.204,0.897,1
0.899,0.204,1
0.968,0.178,1
0.295,0.035,1
0.735,0.188,1
0.085,0.197,1
0.052,0.294,1
0.895,0.704,1
0.961,0.562,1
0.172,0.218,1
0.183,0.228,1
0.954,0.487,1
0.898,0.405,1
0.127,0.313,1
0.923,0.814,1
0.507,0.971,1
0.741,0.193,1
0.164,0.188,1
0.867,0.736,1
0.690,0.817,1
0.172,0.273,1
0.076,0.350,1
0.060,0.316,1
0.781,0.216,1
0.965,0.190,1
0.707,0.813,1
0.723,0.225,1
0.620,0.075,1
0.815,0.851,1
0.035,0.216,1
0.071,0.764,1
0.450,0.029,1
0.252,0.977,1
0.246,0.205,1
0.112,0.749,1
0.351,0.840,1
0.172,0.299,1
0.524,0.938,1
0.074,0.830,1
0.108,0.257,1
0.129,0.565,1
0.722,0.197,1
0.697,0.828,1
0.479,0.931,1
0.253,0.950,1
0.274,0.127,1
0.707,0.806,1
0.963,0.161,1
0.888,0.153,1
0.450,0.112,1
0.170,0.854,1
0.128,0.883,1
0.689,0.155,1
0.234,0.779,1
0.874,0.545,1
0.259,0.214,1
0.363,0.097,1
0.322,0.047,1
0.706,0.075,1
0.316,0.021,1
0.379,0.837,1
0.952,0.394,1
0.133,0.812,1
0.187,0.214,1
0.127,0.202,1
0.771,0.191,1
0.731,0.893,1
0.217,0.097,1
0.939,0.384,1
0.976,0.326,1
0.873,0.523,1
0.150,0.156,1
0.937,0.036,1
0.235,0.202,1
0.837,0.144,1
0.924,0.322,1
0.750,0.821,1
0.476,0.075,1
0.388,0.078,1
0.305,0.863,1
0.392,0.902,1
0.467,0.104,1
0.806,0.154,1
0.614,0.086,1
0.059,0.410,1
0.973,0.467,1
0.948,0.473,1
0.372,0.887,1
0.109,0.929,1
0.683,0.090,1
0.375,0.032,1
0.447,0.143,1
0.891,0.774,1
0.308,0.055,1
0.841,0.962,1
0.850,0.931,1
0.957,0.760,1
0.203,0.113,1
0.444,0.871,1
0.900,0.688,1
0.372,0.928,1
0.266,0.934,1
0.388,0.023,1
0.866,0.308,1
0.775,0.776,1
0.743,0.039,1
0.791,0.724,1
0.523,0.047,1
0.815,0.131,1
0.270,0.766,1
0.501,0.965,1
0.049,0.542,1
0.858,0.709,1
0.623,0.834,1
0.080,0.450,1
0.249,0.135,1
0.029,0.377,1
0.416,0.863,1
0.476,0.947,1
0.587,0.093,1
0.821,0.189,1
0.976,0.392,1
0.198,0.707,1
0.253,0.864,1
0.230,0.784,1
0.915,0.324,1
0.610,0.885,1
0.118,0.288,1
0.147,0.026,1
0.106,0.310,1
0.889,0.723,1
0.703,0.209,1
0.229,0.734,1
0.307,0.077,1
0.354,0.868,1
0.786,0.926,1
0.273,0.828,1
0.053,0.801,1
0.840,0.185,1
0.392,0.065,1
0.975,0.664,1
0.875,0.497,1
0.803,0.103,1
0.028,0.658,1
0.806,0.153,1
0.897,0.851,1
0.098,0.233,1
0.805,0.123,1
0.962,0.368,1
0.954,0.920,1
0.095,0.351,1
0.340,0.977,1
0.693,0.962,1
0.270,0.100,1
0.970,0.376,1
0.053,0.782,1
0.748,0.249,1
0.266,0.949,1
0.093,0.606,1
0.712,0.166,1
0.366,0.897,1
0.170,0.730,1
0.301,0.940,1
0.646,0.836,1
0.845,0.240,1
0.148,0.267,1
0.858,0.877,1
0.140,0.606,1
0.424,0.952,1
0.039,0.630,1
0.654,0.851,1
0.162,0.297,1
0.918,0.638,1
0.966,0.760,1
0.757,0.166,1
0.879,0.264,1
0.906,0.610,1
0.862,0.770,1
0.459,0.849,1
0.955,0.838,1
0.074,0.713,1
0.797,0.782,1
0.949,0.277,1
0.046,0.422,1
0.136,0.532,1
0.117,0.460,1
0.073,0.450,1
0.903,0.735,1
0.212,0.881,1
0.968,0.494,1
0.957,0.055,1
0.704,0.063,1
0.497,0.892,1
0.073,0.350,1
0.748,0.855,1
